,genres,level_0
638,Comedy|Drama|Romance,"[u'How Do You Know\xc2' u'Sex and the City 2\xc2' u""It's Complicated\xc2""
 u""Something's Gotta Give\xc2"" u'Four Christmases\xc2' u'Spanglish\xc2'
 u""You've Got Mail\xc2"" u'The American President\xc2'
 u'Did You Hear About the Morgans?\xc2' u'Maid in Manhattan\xc2'
 u'Elizabethtown\xc2' u'The Break-Up\xc2' u'As Good as It Gets\xc2'
 u'Crazy, Stupid, Love.\xc2' u'Bridget Jones: The Edge of Reason\xc2'
 u'Raising Helen\xc2' u'The Story of Us\xc2' u'Love Actually\xc2'
 u'Notting Hill\xc2' u'Boomerang\xc2' u'The Mirror Has Two Faces\xc2'
 u'The Proposal\xc2' u""He's Just Not That Into You\xc2""
 u'Shall We Dance\xc2' u'Morning Glory\xc2' u'Alfie\xc2'
 u""What to Expect When You're Expecting\xc2"" u'Aloha\xc2'
 u'The Devil Wears Prada\xc2' u'Something Borrowed\xc2' u'Jersey Girl\xc2'
 u'A Good Year\xc2' u'Pushing Tin\xc2' u'Hope Springs\xc2'
 u'Forgetting Sarah Marshall\xc2' u'Letters to Juliet\xc2'
 u'Larry Crowne\xc2' u'Bulworth\xc2' u'Little Black Book\xc2'
 u'Love & Other Drugs\xc2' u'Keeping the Faith\xc2' u'No Reservations\xc2'
 u'How to Lose Friends & Alienate People\xc2'
 u'Welcome Home, Roscoe Jenkins\xc2' u'About a Boy\xc2'
 u'Shakespeare in Love\xc2' u'Ever After: A Cinderella Story\xc2'
 u'In Good Company\xc2' u""Bridget Jones's Diary\xc2""
 u'A Lot Like Love\xc2' u'Don Juan DeMarco\xc2' u'The Next Best Thing\xc2'
 u'The Girl Next Door\xc2' u'Mrs. Winterbourne\xc2' u'Return to Me\xc2'
 u'Ch\xc3\xa9ri\xc2' u'Silver Linings Playbook\xc2' u'Away We Go\xc2'
 u'Molly\xc2' u'Why Did I Get Married Too?\xc2'
 u'How Stella Got Her Groove Back\xc2' u'Home for the Holidays\xc2'
 u'Synecdoche, New York\xc2' u'The Switch\xc2' u'Take Me Home Tonight\xc2'
 u'The Family Stone\xc2' u'Under the Tuscan Sun\xc2' u'The O.C.\xc2'
 u'Birdman or (The Unexpected Virtue of Ignorance)\xc2'
 u'Youth in Revolt\xc2' u'And So It Goes\xc2' u'Being Julia\xc2'
 u'When Harry Met Sally...\xc2' u'The Artist\xc2' u'Boys and Girls\xc2'
 u'How to Deal\xc2' u'Tootsie\xc2' u'Where the Heart Is\xc2'
 u'The Object of My Affection\xc2' u'New York Stories\xc2'
 u'Home Fries\xc2' u'Whatever It Takes\xc2'
 u'The Importance of Being Earnest\xc2'
 u'You Will Meet a Tall Dark Stranger\xc2' u'Good Deeds\xc2'
 u'I Think I Love My Wife\xc2' u'Flipped\xc2'
 u'10 Things I Hate About You\xc2' u'This Christmas\xc2'
 u""Paris, je t'aime\xc2"" u'Admission\xc2' u'Lars and the Real Girl\xc2'
 u'Solitary Man\xc2' u'Living Out Loud\xc2' u'Charlie Bartlett\xc2'
 u'Darling Companion\xc2' u'The Perez Family\xc2' u'LOL\xc2'
 u'In the Land of Women\xc2' u""Madea's Family Reunion\xc2""
 u'Elsa & Fred\xc2' u'Of Horses and Men\xc2' u'Adventureland\xc2'
 u'Loose Cannons\xc2' u'Down to You\xc2' u'Trust the Man\xc2'
 u'Namastey London\xc2' u'50/50\xc2' u'Much Ado About Nothing\xc2'
 u'Drive Me Crazy\xc2' u'Enough Said\xc2' u'The Inkwell\xc2'
 u""It's Kind of a Funny Story\xc2"" u'The Wendell Baker Story\xc2'
 u'Imagine Me & You\xc2' u'The Hotel New Hampshire\xc2' u'Juno\xc2'
 u'500 Days of Summer\xc2' u'Definitely, Maybe\xc2'
 u'Outside Providence\xc2' u'Cyrus\xc2' u'Remember Me, My Love\xc2'
 u'Friends with Money\xc2' u'The Wood\xc2' u'Mystic Pizza\xc2'
 u'200 Cigarettes\xc2' u'The Wackness\xc2' u'Emma\xc2'
 u'Diary of a Mad Black Woman\xc2' u'Don Jon\xc2' u'The Oh in Ohio\xc2'
 u'The Names of Love\xc2' u'Four Weddings and a Funeral\xc2'
 u'The Front Page\xc2' u'The Rules of Attraction\xc2' u'Secretary\xc2'
 u'The Velocity of Gary\xc2' u'Purple Violets\xc2' u""She's the One\xc2""
 u'Beginners\xc2' u'The Apartment\xc2' u'Frances Ha\xc2'
 u'Damsels in Distress\xc2' u'Barry Munday\xc2'
 u'Lage Raho Munna Bhai\xc2' u'Garden State\xc2' u'Saving Face\xc2'
 u'The Spectacular Now\xc2' u'The Other End of the Line\xc2'
 u'Chicken Tikka Masala\xc2' u'Shortbus\xc2' u'Get Real\xc2'
 u'Submarine\xc2' u""You Can't Take It with You\xc2"" u'Caramel\xc2'
 u'The Bubble\xc2' u'Waitress\xc2' u'Kissing Jessica Stein\xc2'
 u'Me You and Five Bucks\xc2' u'Monsoon Wedding\xc2'
 u'Next Stop Wonderland\xc2' u'Walking and Talking\xc2'
 u'The Battle of Shaker Heights\xc2' u'My Last Day Without You\xc2'
 u'Latter Days\xc2' u'Celeste & Jesse Forever\xc2'
 u'Safety Not Guaranteed\xc2' u'The Singles Ward\xc2'
 u'Drinking Buddies\xc2' u'Conversations with Other Women\xc2'
 u'Metropolitan\xc2' u'My Beautiful Laundrette\xc2'
 u""Anderson's Cross\xc2"" u'Chasing Amy\xc2' u'Lovely & Amazing\xc2'
 u'The Incredibly True Adventure of Two Girls in Love\xc2'
 u'American Desi\xc2' u'3\xc2' u'Good Dick\xc2' u'Tadpole\xc2'
 u'The Brothers McMullen\xc2' u'Gabriela\xc2' u'Tiny Furniture\xc2'
 u'The Puffy Chair\xc2' u'Shanghai Calling\xc2']"
639,Comedy|Drama|Romance|Sci-Fi,[u'Blast from the Past\xc2' u'Griff the Invisible\xc2']
640,Comedy|Drama|Romance|Sport,"[u'Leatherheads\xc2' u'Jerry Maguire\xc2' u'Tin Cup\xc2'
 u'Fever Pitch\xc2' u'Mr 3000\xc2' u'Love Ranch\xc2' u'Summer Catch\xc2'
 u'Varsity Blues\xc2' u'Juwanna Mann\xc2' u'Men with Brooms\xc2'
 u'Bend It Like Beckham\xc2' u'Summer Storm\xc2'
 u'24 7: Twenty Four Seven\xc2'
 u'The Broken Hearts Club: A Romantic Comedy\xc2']"
641,Comedy|Drama|Romance|Thriller,[u'Punch-Drunk Love\xc2' u'Man of the Year\xc2']
642,Comedy|Drama|Romance|War,[u'I Served the King of England\xc2']
643,Comedy|Drama|Romance|Western,[u'The Ballad of Cable Hogue\xc2']
644,Comedy|Drama|Sci-Fi,"[u'Bicentennial Man\xc2' u'The Truman Show\xc2' u'Eureka\xc2'
 u'Special\xc2']"
645,Comedy|Drama|Sport,"[u'A League of Their Own\xc2' u'Mystery, Alaska\xc2'
 u'Play It to the Bone\xc2' u'Stick It\xc2' u'Saint Ralph\xc2'
 u'Mean Machine\xc2']"
646,Comedy|Drama|Thriller,[u'The Cable Guy\xc2' u'Subway\xc2']
647,Comedy|Drama|War,"[u'Catch-22\xc2' u'Tea with Mussolini\xc2' u'The Lucky Ones\xc2'
 u'M*A*S*H\xc2']"
648,Comedy|Family,"[u'Hotel for Dogs\xc2' u'Daddy Day Care\xc2' u'Jingle All the Way\xc2'
 u'Deck the Halls\xc2' u""Daddy's Home\xc2""
 u'Christmas with the Kranks\xc2' u'Marmaduke\xc2'
 u'Yours, Mine and Ours\xc2' u'Cheaper by the Dozen\xc2'
 u'Ri\xc2\xa2hie Ri\xc2\xa2h\xc2' u'Old Dogs\xc2' u'Furry Vengeance\xc2'
 u'Little Nicholas\xc2'
 u'Alexander and the Terrible, Horrible, No Good, Very Bad Day\xc2'
 u'The Honeymooners\xc2' u'Parental Guidance\xc2'
 u""Mr. Bean's Holiday\xc2"" u'Meet the Deedles\xc2'
 u'Diary of a Wimpy Kid: Dog Days\xc2'
 u'Diary of a Wimpy Kid: Rodrick Rules\xc2' u'The Master of Disguise\xc2'
 u'Home Alone\xc2' u'Diary of a Wimpy Kid\xc2' u'Daddy Day Camp\xc2'
 u'A Christmas Story\xc2' u'Karachi se Lahore\xc2']"
649,Comedy|Family|Fantasy,"[u'Evan Almighty\xc2' u'How the Grinch Stole Christmas\xc2'
 u'Son of the Mask\xc2' u""Charlotte's Web\xc2"" u'Bewitched\xc2'
 u'Dr. Dolittle 2\xc2' u'Doctor Dolittle\xc2' u'The Santa Clause 2\xc2'
 u'The Kid\xc2' u'The Shaggy Dog\xc2' u'Sabrina, the Teenage Witch\xc2'
 u'Casper\xc2' u""Mr. Popper's Penguins\xc2"" u'The Flintstones\xc2'
 u'Nanny McPhee Returns\xc2' u'Bogus\xc2' u'Hocus Pocus\xc2'
 u'A Simple Wish\xc2' u'Nanny McPhee\xc2' u'Shorts\xc2']"
650,Comedy|Family|Fantasy|Horror|Mystery,[u'The Haunted Mansion\xc2']
651,Comedy|Family|Fantasy|Musical,[u'Mary Poppins\xc2']
652,Comedy|Family|Fantasy|Music|Romance,[u'Freaky Friday\xc2']
653,Comedy|Family|Fantasy|Romance,"[u'Bedtime Stories\xc2' u'Fat Albert\xc2' u'Ella Enchanted\xc2' u'Elf\xc2'
 u'Aquamarine\xc2']"
654,Comedy|Family|Fantasy|Sci-Fi,[u'Les couloirs du temps: Les visiteurs II\xc2']
655,Comedy|Family|Fantasy|Sport,[u'Like Mike\xc2']
656,Comedy|Family|Music,[u'Spice World\xc2']
657,Comedy|Family|Musical|Romance,[u'Mamma Mia!\xc2']
658,Comedy|Family|Musical|Romance|Short,"[u""Marilyn Hotchkiss' Ballroom Dancing and Charm School\xc2""]"
659,Comedy|Family|Music|Musical,[u'The Country Bears\xc2']
660,Comedy|Family|Music|Romance,[u'Confessions of a Teenage Drama Queen\xc2']
661,Comedy|Family|Romance,"[u'Zookeeper\xc2' u'The Princess Diaries 2: Royal Engagement\xc2'
 u'The Princess Diaries\xc2' u'The Prince and Me\xc2'
 u'Dudley Do-Right\xc2' u'You Again\xc2' u'A Cinderella Story\xc2'
 u'My Big Fat Greek Wedding 2\xc2' u'The Perfect Man\xc2'
 u'On the Line\xc2' u'Ta Ra Rum Pum\xc2' u'My Big Fat Greek Wedding\xc2'
 u'Sonny with a Chance\xc2']"
662,Comedy|Family|Romance|Sci-Fi,[u'The Flintstones in Viva Rock Vegas\xc2']
663,Comedy|Family|Romance|Sport,[u'Kicking & Screaming\xc2']
664,Comedy|Family|Sci-Fi,"[u'Flubber\xc2' u'My Favorite Martian\xc2' u'3rd Rock from the Sun\xc2'
 u'Superbabies: Baby Geniuses 2\xc2' u'CJ7\xc2']"
665,Comedy|Family|Sport,[u'Nacho Libre\xc2' u'The Game Plan\xc2']
666,Comedy|Fantasy,"[u'Little Nicky\xc2' u'The Change-Up\xc2' u'Ted\xc2'
 u'The Hudsucker Proxy\xc2' u'This Is the End\xc2'
 u'The Addams Family\xc2' u'Down to Earth\xc2' u'An American Carol\xc2'
 u'Beetlejuice\xc2' u'How High\xc2' u'A Haunted House 2\xc2'
 u'Four Rooms\xc2' u'Nothing\xc2' u'Teen Wolf Too\xc2'
 u'A Haunted House\xc2' u'My Name Is Bruce\xc2']"
667,Comedy|Fantasy|Horror,"[u'Dark Shadows\xc2' u'Creepshow\xc2' u'Death Becomes Her\xc2'
 u'Gremlins 2: The New Batch\xc2' u""Jennifer's Body\xc2"" u'Krampus\xc2'
 u'Gremlins\xc2' u'Army of Darkness\xc2' u'The Lost Boys\xc2'
 u'Rubber\xc2']"
668,Comedy|Fantasy|Horror|Musical,[u'Gory Gory Hallelujah\xc2']
669,Comedy|Fantasy|Horror|Mystery,[u'Twixt\xc2']
670,Comedy|Fantasy|Horror|Romance,[u'Bride of Chucky\xc2' u'Vampire in Brooklyn\xc2']
671,Comedy|Fantasy|Horror|Thriller,"[u'Arachnophobia\xc2' u'Seed of Chucky\xc2' u'Idle Hands\xc2'
 u""Freddy's Dead: The Final Nightmare\xc2"" u'Yoga Hosers\xc2'
 u'Creepshow 2\xc2' u'Evil Dead II\xc2' u'Teeth\xc2']"
672,Comedy|Fantasy|Musical|Sci-Fi,[u'The Ghastly Love of Johnny X\xc2']
673,Comedy|Fantasy|Mystery,[u'Bubba Ho-Tep\xc2']
674,Comedy|Fantasy|Romance,"[u'What Women Want\xc2' u'Just Like Heaven\xc2' u'Kate & Leopold\xc2'
 u'Bedazzled\xc2' u'Liar Liar\xc2' u'13 Going on 30\xc2'
 u'Midnight in Paris\xc2' u'Just My Luck\xc2'
 u'The Invention of Lying\xc2' u'Groundhog Day\xc2'
 u'Over Her Dead Body\xc2' u'Splash\xc2' u'Woman on Top\xc2']"
675,Comedy|Fantasy|Sci-Fi,[u'Just Visiting\xc2' u'Modern Problems\xc2' u'Les visiteurs\xc2']
676,Comedy|Fantasy|Thriller,[u'The Brass Teapot\xc2']
677,Comedy|History,[u'Moli\xc3\xa8re\xc2']
678,Comedy|Horror,"[u'Cursed\xc2' u'Fright Night\xc2' u'Piranha 3D\xc2' u'Stan Helsing\xc2'
 u'Shaun of the Dead\xc2' u'Tucker and Dale vs Evil\xc2'
 u'The Texas Chainsaw Massacre 2\xc2' u'Hansel & Gretel Get Baked\xc2'
 u'Stung\xc2' u'Stitches\xc2' u'The Walking Deceased\xc2'
 u'Ed and His Dead Mother\xc2' u'Hatchet\xc2'
 u'Eddie: The Sleepwalking Cannibal\xc2' u'Dead Snow\xc2'
 u'Detention of the Dead\xc2' u'Girls Gone Dead\xc2'
 u'Love in the Time of Monsters\xc2']"
679,Comedy|Horror|Musical,"[u""Dracula: Pages from a Virgin's Diary\xc2""
 u'Poultrygeist: Night of the Chicken Dead\xc2']"
680,Comedy|Horror|Musical|Sci-Fi,[u'Little Shop of Horrors\xc2']
681,Comedy|Horror|Mystery,[u'Psycho Beach Party\xc2' u'Housebound\xc2']
682,Comedy|Horror|Mystery|Thriller,[u'Solitude\xc2']
683,Comedy|Horror|Romance,[u'Warm Bodies\xc2' u'Vamps\xc2']
684,Comedy|Horror|Sci-Fi,"[u'Slither\xc2' u'Tremors\xc2' u'Detention\xc2'
 u'The Return of the Living Dead\xc2' u'Decoys\xc2'
 u'ZMD: Zombies of Mass Destruction\xc2'
 u'The Lost Skeleton of Cadavra\xc2']"
685,Comedy|Horror|Sci-Fi|Thriller,[u'Grabbers\xc2']
686,Comedy|Horror|Thriller,"[u'Halloween: Resurrection\xc2' u'Severance\xc2' u'Club Dread\xc2'
 u'Tales from the Hood\xc2' u""A Beginner's Guide to Snuff\xc2""
 u'Sanctuary; Quite a Conundrum\xc2']"
687,Comedy|Music,"[u'Get Him to the Greek\xc2' u'Walk Hard: The Dewey Cox Story\xc2'
 u'Pitch Perfect 2\xc2' u'Joyful Noise\xc2' u'Josie and the Pussycats\xc2'
 u""Wayne's World\xc2"" u'School of Rock\xc2' u'Marci X\xc2'
 u'American Dreamz\xc2' u'Detroit Rock City\xc2' u'The Rocker\xc2'
 u'Hamlet 2\xc2' u'A Mighty Wind\xc2' u'Human Traffic\xc2'
 u'Down and Out with the Dolls\xc2' u'Steppin: The Movie\xc2'
 u'Sugar Town\xc2']"
688,Comedy|Musical,"[u'The Producers\xc2' u'The Best Little Whorehouse in Texas\xc2'
 u'Bathing Beauty\xc2'
 u'A Funny Thing Happened on the Way to the Forum\xc2'
 u""A Hard Day's Night\xc2""]"
689,Comedy|Musical|Romance,"[u'Everyone Says I Love You\xc2' u'From Justin to Kelly\xc2'
 u'Romance & Cigarettes\xc2' u""Singin' in the Rain\xc2""
 u""Neal 'N' Nikki\xc2"" u'Top Hat\xc2' u'42nd Street\xc2']"
690,Comedy|Music|Romance,"[u'Music and Lyrics\xc2' u'A Night at the Roxbury\xc2'
 u'Pitch Perfect\xc2' u'The Guru\xc2' u'Undiscovered\xc2'
 u'Some Like It Hot\xc2' u'Always Woodstock\xc2' u'Johnny Suede\xc2'
 u'Along the Roadside\xc2']"
691,Comedy|Music|Sci-Fi,[u'Jekyll and Hyde... Together Again\xc2']
692,Comedy|Mystery,"[u'Hail, Caesar!\xc2' u""Dude, Where's My Car?\xc2""]"
693,Comedy|Mystery|Romance,[u'Head Over Heels\xc2' u'The Trouble with Harry\xc2']
694,Comedy|Mystery|Sci-Fi|Thriller,[u'Southland Tales\xc2']
695,Comedy|Mystery|Thriller,[u'The Sound and the Shadow\xc2']
696,Comedy|Romance,"[u'Town & Country\xc2' u'Little Fockers\xc2' u'The Holiday\xc2'
 u'Just Go with It\xc2' u'50 First Dates\xc2' u'Runaway Bride\xc2'
 u'Hall Pass\xc2' u'The Dictator\xc2' u'Meet the Fockers\xc2'
 u'Two Weeks Notice\xc2' u'Rules of Engagement\xc2'
 u'Sex and the City\xc2' u'Anger Management\xc2' u'Hitch\xc2'
 u'American Wedding\xc2' u'You, Me and Dupree\xc2' u""Valentine's Day\xc2""
 u'Mr. Deeds\xc2' u'How to Lose a Guy in 10 Days\xc2' u'Yes Man\xc2'
 u'Failure to Launch\xc2' u""My Best Friend's Wedding\xc2""
 u""America's Sweethearts\xc2"" u'Monster-in-Law\xc2' u'Blended\xc2'
 u'The Sweetest Thing\xc2' u'Along Came Polly\xc2' u'I Love You, Man\xc2'
 u'The Other Woman\xc2' u'Made of Honor\xc2'
 u'Life or Something Like It\xc2' u'Am\xc3\xa9lie\xc2'
 u'Because I Said So\xc2' u'Sweet Home Alabama\xc2' u'The Ugly Truth\xc2'
 u'How to Be Single\xc2' u'Trainwreck\xc2' u'Guess Who\xc2'
 u'Friends with Benefits\xc2' u'License to Wed\xc2' u'Must Love Dogs\xc2'
 u'The Back-up Plan\xc2' u'Bridesmaids\xc2' u'Laws of Attraction\xc2'
 u'Going the Distance\xc2' u'27 Dresses\xc2' u'Baby Mama\xc2'
 u'Bride Wars\xc2' u'The Five-Year Engagement\xc2' u'Alex & Emma\xc2'
 u'Chasing Liberty\xc2' u'Serving Sara\xc2' u'The Wedding Planner\xc2'
 u'Last Vegas\xc2' u'Serendipity\xc2' u'Knocked Up\xc2'
 u'The 40-Year-Old Virgin\xc2' u""New Year's Eve\xc2""
 u'Welcome to Mooseport\xc2' u'Accidental Love\xc2'
 u'No Strings Attached\xc2' u'The House Bunny\xc2' u'Good Luck Chuck\xc2'
 u""She's the Man\xc2"" u'A Perfect Plan\xc2' u""Say It Isn't So\xc2""
 u'Think Like a Man Too\xc2' u'Zack and Miri Make a Porno\xc2'
 u'Win a Date with Tad Hamilton!\xc2' u""I Don't Know How She Does It\xc2""
 u'Someone Like You...\xc2' u""There's Something About Mary\xc2""
 u'To Rome with Love\xc2' u'Date Movie\xc2' u""She's Out of My League\xc2""
 u""My Best Friend's Girl\xc2"" u'A Guy Thing\xc2' u'Loser\xc2'
 u""What's Your Number?\xc2"" u'Three to Tango\xc2' u'Just Married\xc2'
 u'Leap Year\xc2' u'Legally Blonde\xc2' u'Deuce Bigalow: Male Gigolo\xc2'
 u'I Love You, Beth Cooper\xc2' u'Anything Else\xc2'
 u'40 Days and 40 Nights\xc2' u'Larry the Cable Guy: Health Inspector\xc2'
 u'My Life in Ruins\xc2' u'Sydney White\xc2' u'Hollywood Ending\xc2'
 u'Welcome to the Sticks\xc2' u'The Wedding Date\xc2'
 u'All About Steve\xc2' u'Peeples\xc2' u'Post Grad\xc2'
 u'Whatever Works\xc2' u'Pretty Woman\xc2' u'Superstar\xc2'
 u""My Boss's Daughter\xc2"" u'Our Family Wedding\xc2' u'Easy Virtue\xc2'
 u'Clueless\xc2' u'About Last Night\xc2' u'Two Can Play That Game\xc2'
 u'Woo\xc2' u'Think Like a Man\xc2' u'Top Five\xc2' u'Slackers\xc2'
 u'An Ideal Husband\xc2' u""She's All That\xc2""
 u'Employee of the Month\xc2' u""Can't Hardly Wait\xc2"" u'Get Over It\xc2'
 u'Sleepover\xc2' u'Swept Away\xc2' u'The Good Guy\xc2'
 u'Blonde Ambition\xc2' u""Breakin' All the Rules\xc2"" u'Chasing Papi\xc2'
 u'That Awkward Moment\xc2' u'New in Town\xc2' u'Easy A\xc2'
 u'The Pallbearer\xc2' u'Mallrats\xc2' u'Van Wilder: Party Liaison\xc2'
 u'Miss March\xc2' u'The Inbetweeners\xc2' u'The Ten\xc2'
 u'The Perfect Match\xc2' u'Barfi\xc2' u'Silent Movie\xc2'
 u'Annie Hall\xc2' u'Among Giants\xc2' u'How to Fall in Love\xc2'
 u'Ira & Abby\xc2' u'Whipped\xc2' u'Bachelorette\xc2'
 u'Boynton Beach Club\xc2' u'Full Frontal\xc2' u'Vaalu\xc2'
 u'The To Do List\xc2' u'I Want Someone to Eat Cheese With\xc2'
 u'Luminarias\xc2' u'16 to Life\xc2' u'And Then Came Love\xc2'
 u'Never Again\xc2' u'Kiss the Bride\xc2' u'Mutual Friends\xc2'
 u'What Happens in Vegas\xc2' u'It Happened One Night\xc2'
 u""When the Cat's Away\xc2"" u'Love and Other Catastrophes\xc2'
 u""She's Gotta Have It\xc2"" u""I Love You, Don't Touch Me!\xc2""
 u'Smiling Fish & Goat on Fire\xc2' u'Dry Spell\xc2']"
697,Comedy|Romance|Sci-Fi,"[u'Nutty Professor II: The Klumps\xc2' u'The Nutty Professor\xc2'
 u'Multiplicity\xc2' u'My Super Ex-Girlfriend\xc2'
 u'My Stepmother Is an Alien\xc2']"
698,Comedy|Romance|Sci-Fi|Thriller,[u'Memoirs of an Invisible Man\xc2']
699,Comedy|Romance|Sport,"[u'The Love Guru\xc2' u'The Benchwarmers\xc2' u'Wimbledon\xc2'
 u'Playing for Keeps\xc2' u'Just Wright\xc2' u'Run, Fatboy, Run\xc2'
 u'The Hammer\xc2']"
700,Comedy|Romance|Thriller,[u'Drop Dead Gorgeous\xc2' u'Da Sweet Blood of Jesus\xc2']
701,Comedy|Sci-Fi,"[u'What Planet Are You From?\xc2' u'Hot Tub Time Machine\xc2'
 u'The Animal\xc2' u'Hot Tub Time Machine 2\xc2' u'Heartbeeps\xc2'
 u'Galaxina\xc2' u'Alien Uprising\xc2' u'Sleeper\xc2' u'Orgazmo\xc2']"
702,Comedy|Sci-Fi|Thriller,[u'The Stepford Wives\xc2']
703,Comedy|Short,[u'Jesus People\xc2']
704,Comedy|Sport,"[u'Blades of Glory\xc2' u'Semi-Pro\xc2' u'The Replacements\xc2'
 u'Grudge Match\xc2' u'Dodgeball: A True Underdog Story\xc2'
 u'Kingpin\xc2' u'Ready to Rumble\xc2' u'The Waterboy\xc2'
 u'Major League\xc2' u'Out Cold\xc2' u'Bring It On\xc2'
 u'Happy Gilmore\xc2' u""Who's Your Caddy?\xc2"" u'Caddyshack\xc2'
 u'Beer League\xc2']"
705,Comedy|Thriller,[u'Family Plot\xc2']
706,Comedy|War,"[u""McHale's Navy\xc2"" u'The Men Who Stare at Goats\xc2'
 u'Private Benjamin\xc2']"
707,Comedy|Western,"[u'The Ridiculous 6\xc2' u'A Million Ways to Die in the West\xc2'
 u'Casa de mi Padre\xc2' u'Blazing Saddles\xc2']"
708,Crime|Documentary,[u'Inside Job\xc2' u'The Trials of Darryl Hunt\xc2']
709,Crime|Documentary|Drama,[u'Bowling for Columbine\xc2']
710,Crime|Documentary|News,[u'Capitalism: A Love Story\xc2']
711,Crime|Documentary|War,[u'Standard Operating Procedure\xc2' u'Taxi to the Dark Side\xc2']
712,Crime|Drama,"[u'Gangs of New York\xc2' u'Oliver Twist\xc2'
 u'The Godfather: Part III\xc2' u'Unforgotten\xc2' u'The Judge\xc2'
 u'American Hustle\xc2' u'Blood In, Blood Out\xc2'
 u'Black Water Transit\xc2' u'Once Upon a Time in America\xc2'
 u'Scarface\xc2' u'The Shawshank Redemption\xc2'
 u'Bad Lieutenant: Port of Call New Orleans\xc2' u'Wall Street\xc2'
 u'Drive\xc2' u""Things to Do in Denver When You're Dead\xc2""
 u'The Godfather: Part II\xc2' u'The Funeral\xc2' u'Rounders\xc2'
 u'Dead Man Walking\xc2' u'Vera Drake\xc2' u'The Outsiders\xc2'
 u'American History X\xc2' u'Polisse\xc2' u'Pulp Fiction\xc2'
 u'American Psycho\xc2' u'Brooklyn Rules\xc2' u'The Godfather\xc2'
 u'Boyz n the Hood\xc2' u'Spring Breakers\xc2' u'Light Sleeper\xc2'
 u'Only God Forgives\xc2' u'Out of the Blue\xc2' u'Secrets and Lies\xc2'
 u'Lady Vengeance\xc2' u'Lilya 4-Ever\xc2' u'Animal Kingdom\xc2'
 u'City of God\xc2' u'Maria Full of Grace\xc2' u'Tsotsi\xc2'
 u'The Rise of the Krays\xc2' u'This Is England\xc2' u'Mi America\xc2'
 u'To Kill a Mockingbird\xc2' u'This Thing of Ours\xc2' u'Highway\xc2'
 u""River's Edge\xc2"" u'Run Lola Run\xc2' u'In the Bedroom\xc2'
 u'Taxi Driver\xc2' u'Frozen River\xc2' u'Ajami\xc2' u'L.I.E.\xc2'
 u'Water & Power\xc2' u'Mean Creek\xc2' u'The King of Najayo\xc2'
 u'Straight Out of Brooklyn\xc2' u'12 Angry Men\xc2' u'Happy Valley\xc2'
 u'Butterfly\xc2' u'Over the Hill to the Poorhouse\xc2' u'Open Secret\xc2'
 u'Bang\xc2' u'The Mongol King\xc2']"
713,Crime|Drama|Fantasy,[u'Perfume: The Story of a Murderer\xc2']
714,Crime|Drama|Fantasy|Mystery,[u'The Green Mile\xc2']
715,Crime|Drama|Fantasy|Romance,[u'The Cooler\xc2']
716,Crime|Drama|Film-Noir,[u'Deadline - U.S.A.\xc2']
717,Crime|Drama|Film-Noir|Mystery|Thriller,[u'The Lady from Shanghai\xc2']
718,Crime|Drama|History,[u'The Conspirator\xc2']
719,Crime|Drama|History|Mystery|Thriller,[u'Zodiac\xc2']
720,Crime|Drama|History|Romance,[u'Kama Sutra: A Tale of Love\xc2']
721,Crime|Drama|Horror,[u'Hayride\xc2']
722,Crime|Drama|Horror|Mystery|Thriller,[u'Hannibal\xc2' u'Scream: The TV Series\xc2' u'Nine Dead\xc2']
723,Crime|Drama|Horror|Thriller,"[u'Bless the Child\xc2' u'The Silence of the Lambs\xc2' u'Funny Games\xc2'
 u'Prison\xc2' u'Donkey Punch\xc2']"
724,Crime|Drama|Music,[u'The Cotton Club\xc2' u'Hustle & Flow\xc2']
725,Crime|Drama|Musical,[u'Dancer in the Dark\xc2']
726,Crime|Drama|Musical|Romance,[u'Idlewild\xc2']
727,Crime|Drama|Musical|Romance|Thriller,[u'West Side Story\xc2']
728,Crime|Drama|Music|Mystery|Thriller,"[u""The Caveman's Valentine\xc2""]"
729,Crime|Drama|Music|Romance,[u'Step Up\xc2']
730,Crime|Drama|Music|Thriller,[u'Kansas City\xc2']
731,Crime|Drama|Mystery,"[u'Life\xc2' u'The Missing\xc2' u'A Touch of Frost\xc2'
 u'People I Know\xc2' u'Glengarry Glen Ross\xc2' u'Veronica Mars\xc2'
 u'Character\xc2' u'The Dead Girl\xc2' u'In the Heat of the Night\xc2'
 u'Brigham City\xc2']"
732,Crime|Drama|Mystery|Romance,[u'The Best Offer\xc2']
733,Crime|Drama|Mystery|Romance|Thriller,[u'All Good Things\xc2']
734,Crime|Drama|Mystery|Sci-Fi|Thriller,[u'Frequency\xc2']
