genres,id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget_decimal,Profit
Comedy|Crime|Drama|Mystery|Thriller,3779,81.0,116.0,52.0,102.0,624.0,1980338.0,12366,1209,2.0,151.0,1998.0,385.0,7.0,1.85,507,5000000.0,-3019662.0
Comedy|Crime|Drama|Romance,9061,617.0,440.0,1448.0,1846.0,24947.0,97759223.0,252035,33211,4.0,858.0,8018.0,2569.0,27.299999999999997,7.710000000000001,23532,181600000.0,-83840777.0
Comedy|Crime|Drama|Romance|Thriller,10500,76.0,310.0,83.0,1228.0,4656.0,35008516.0,8315,10061,5.0,109.0,5998.0,1395.0,17.4,4.7,698,63500000.0,-28491484.0
Comedy|Crime|Drama|Sci-Fi,4196,252.0,89.0,14.0,215.0,902.0,3325638.0,52509,1980,3.0,84.0,2012.0,291.0,7.1,2.35,13000,2500000.0,825638.0
Comedy|Crime|Drama|Thriller,20106,904.0,829.0,4129.0,3193.0,83148.0,101937784.0,264566,97203,11.0,1557.0,16005.0,4532.0,49.3,15.799999999999999,14367,160000000.0,-55062216.0
Comedy|Crime|Drama|Thriller|War,2739,109.0,98.0,34.0,730.0,936.0,353743.0,20730,3578,1.0,111.0,2001.0,826.0,6.9,2.35,664,15000000.0,-14646257.0
Comedy|Crime|Family,7701,40.0,192.0,25.0,628.0,902.0,18403996.0,6445,4706,0.0,103.0,4004.0,660.0,11.3,1.85,415,12500000.0,5903996.0
Comedy|Crime|Family|Mystery|Romance|Thriller,2228,93.0,99.0,26.0,650.0,720.0,25584685.0,15877,3327,5.0,102.0,2007.0,669.0,5.9,2.35,590,20000000.0,5584685.0
Comedy|Crime|Family|Romance,1300,70.0,91.0,29.0,762.0,976.0,14018364.0,17722,3974,1.0,111.0,2004.0,799.0,4.8,1.85,849,30000000.0,-15981636.0
Comedy|Crime|Family|Sci-Fi,2853,45.0,97.0,84.0,782.0,899.0,27141959.0,19547,2936,2.0,168.0,1999.0,842.0,2.5,1.85,0,18000000.0,9141959.0
Comedy|Crime|Horror,5026,73.0,108.0,0.0,105.0,462.0,180483.0,16792,760,2.0,183.0,1972.0,143.0,6.1,1.37,0,10000.0,170483.0
Comedy|Crime|Horror|Thriller,3804,80.0,92.0,46.0,141.0,570.0,0.0,10056,1258,0.0,82.0,2008.0,337.0,6.2,2.35,639,2500000.0,0.0
Comedy|Crime|Music,6085,241.0,311.0,534.0,1383.0,13492.0,63863024.0,67370,20555,9.0,450.0,6018.0,1972.0,17.2,6.1,1326,73000000.0,-9136976.0
Comedy|Crime|Musical,1586,223.0,113.0,252.0,90.0,539.0,170684505.0,172080,813,0.0,1017.0,2002.0,151.0,7.2,1.85,0,45000000.0,125684505.0
Comedy|Crime|Musical|Mystery,3414,66.0,109.0,200.0,1000.0,21000.0,336456.0,7116,41645,2.0,79.0,2003.0,18000.0,5.6,1.85,494,8000000.0,-7663544.0
Comedy|Crime|Musical|Romance,3401,128.0,111.0,341.0,569.0,963.0,3076425.0,23660,3543,1.0,162.0,2002.0,678.0,7.1,1.85,0,8000000.0,-4923575.0
Comedy|Crime|Mystery,21201,655.0,552.0,13132.0,2658.0,50278.0,48666922.0,417632,63098,4.0,1265.0,9987.0,5204.0,42.5,12.03,1112,41200000.0,12466922.0
Comedy|Crime|Mystery|Romance,1862,116.0,103.0,11000.0,277.0,11000.0,7496522.0,31798,12534,0.0,178.0,2001.0,893.0,6.8,1.37,826,26000000.0,-18503478.0
Comedy|Crime|Romance,26254,1019.0,1155.0,1197.0,4542.0,42930.0,198904283.0,294311,75391,21.0,1714.0,21999.0,20059.0,63.50000000000001,22.850000000000005,5249,279700000.0,-80795717.0
Comedy|Crime|Romance|Thriller,5550,579.0,319.0,529.0,7986.0,23497.0,141698185.0,185522,51221,3.0,467.0,6026.0,12113.0,19.0,7.25,830,119000000.0,22698185.0
Comedy|Crime|Sci-Fi|Thriller,4415,131.0,92.0,92.0,166.0,752.0,0.0,25332,1652,3.0,148.0,1984.0,324.0,6.9,1.85,0,1500000.0,0.0
Comedy|Crime|Sport,448,134.0,113.0,88.0,421.0,11000.0,158115031.0,130070,13693,11.0,316.0,2005.0,437.0,6.4,2.35,0,82000000.0,76115031.0
Comedy|Crime|Thriller,42814,1397.0,1445.0,2652.0,8179.0,91349.0,188662255.0,440240,143724,28.0,2256.0,30045.0,28366.0,94.80000000000001,27.020000000000007,24181,296250000.0,-101587745.0
Comedy|Documentary,29594,360.0,630.0,671.0,2465.0,68409.0,145243092.0,96400,93095,13.0,509.0,14047.0,16199.0,46.8,9.25,1017,16200000.0,121337118.0
Comedy|Documentary|Drama,4978,193.0,100.0,293.0,0.0,0.0,11529368.0,85028,0,2.0,404.0,2004.0,0.0,7.3,1.78,0,65000.0,11464368.0
Comedy|Documentary|Drama|Fantasy|Mystery|Sci-Fi,3905,74.0,109.0,0.0,428.0,847.0,10941801.0,12059,2649,0.0,486.0,2004.0,670.0,5.4,1.85,2000,0.0,0.0
Comedy|Documentary|Music,4073,114.0,100.0,1000.0,220.0,989.0,11694528.0,7721,2165,0.0,72.0,2005.0,744.0,7.2,1.85,635,3000000.0,8694528.0
Comedy|Documentary|War,4200,197.0,101.0,119.0,0.0,334.0,12995673.0,52286,338,1.0,345.0,2008.0,4.0,7.7,1.78,24000,2500000.0,10495673.0
Comedy|Drama,641862,20329.0,19340.0,83772.0,103318.0,981555.0,3644047032.0,8453432,1508845,381.0,28710.0,378804.0,259571.0,1254.6,344.8000000000004,654379,2421364000.0,1251771045.0
Comedy|Drama|Family,41372,1139.0,1554.0,13229.0,6776.0,72937.0,686880312.0,676255,116686,19.0,1898.0,29937.0,22839.0,101.99999999999999,25.920000000000005,46873,235500000.0,384192805.0
Comedy|Drama|Family|Fantasy,4214,326.0,309.0,76.0,2089.0,4840.0,212775417.0,112557,15601,2.0,260.0,6015.0,3380.0,18.6,6.050000000000001,11610,102000000.0,110775417.0
Comedy|Drama|Family|Fantasy|Musical,2944,75.0,89.0,53.0,84.0,227.0,27281507.0,33850,534,0.0,147.0,1992.0,94.0,7.7,1.85,0,12000000.0,15281507.0
Comedy|Drama|Family|Fantasy|Romance,3616,290.0,232.0,568.0,1348.0,17000.0,179118611.0,300367,35027,2.0,389.0,3997.0,13000.0,13.7,4.2,0,38000000.0,141118611.0
Comedy|Drama|Family|Fantasy|Sci-Fi,2495,52.0,87.0,9.0,503.0,818.0,37566230.0,3407,2164,1.0,48.0,2003.0,636.0,5.1,1.85,309,17000000.0,20566230.0
Comedy|Drama|Family|Musical,673,176.0,118.0,87.0,929.0,2000.0,85911262.0,24735,4796,6.0,213.0,2014.0,1000.0,5.2,2.39,16000,65000000.0,20911262.0
Comedy|Drama|Family|Music|Musical|Romance,10986,448.0,438.0,754.0,2048.0,2984.0,209379492.0,241528,10742,15.0,1460.0,8028.0,2337.0,21.2,7.3100000000000005,586,97200000.0,123379492.0
Comedy|Drama|Family|Music|Romance,3924,210.0,213.0,673.0,816.0,1690.0,84772214.0,43718,6089,5.0,179.0,4018.0,1224.0,10.600000000000001,4.2,1000,50000000.0,34772214.0
Comedy|Drama|Family|Romance,14257,317.0,659.0,140.0,3613.0,69747.0,398133875.0,353370,87000,13.0,795.0,12010.0,6273.0,38.1,10.75,1084,89000000.0,267546488.0
Comedy|Drama|Family|Sport,13473,205.0,516.0,329.0,2010.0,3979.0,100853032.0,96180,12821,11.0,285.0,9979.0,2773.0,31.800000000000004,9.75,1803,25500000.0,50971698.0
Comedy|Drama|Fantasy,10237,433.0,437.0,568.0,2060.0,26378.0,125082975.0,389808,36576,5.0,1249.0,7987.0,2397.0,28.5,7.330000000000001,23887,74000000.0,56082975.0
Comedy|Drama|Fantasy|Horror,4008,337.0,103.0,12.0,4.0,29.0,252652.0,54104,44,0.0,199.0,2010.0,4.0,7.0,1.85,38000,19900000.0,-19647348.0
Comedy|Drama|Fantasy|Music|Romance,2748,50.0,93.0,17.0,66.0,1000.0,20380.0,7519,1245,1.0,39.0,2007.0,165.0,5.9,1.85,445,15000000.0,-14979620.0
Comedy|Drama|Fantasy|Romance,23649,1334.0,1161.0,1757.0,4582.0,53757.0,441932251.0,888639,75651,15.0,3054.0,22018.0,9427.0,70.6,22.280000000000005,31901,330000000.0,111932251.0
Comedy|Drama|History|Musical|Romance,4899,35.0,66.0,16.0,28.0,418.0,0.0,4152,583,1.0,59.0,1933.0,85.0,6.5,1.37,328,200000.0,0.0
Comedy|Drama|History|Romance,3686,33.0,157.0,85.0,199.0,397.0,2197331.0,70233,1519,0.0,321.0,2006.0,227.0,8.4,2.35,0,0.0,0.0
Comedy|Drama|Horror,4105,254.0,102.0,0.0,387.0,40000.0,1821983.0,31089,43810,0.0,261.0,2014.0,3000.0,5.4,2.35,20000,3000000.0,-1178017.0
Comedy|Drama|Horror|Romance,8162,124.0,184.0,255.0,193.0,1962.0,140016.0,4757,4243,1.0,56.0,4018.0,1764.0,11.4,4.2,1138,10000000.0,0.0
Comedy|Drama|Horror|Sci-Fi,6405,503.0,203.0,592.0,107.0,1182.0,2499522.0,93938,1959,1.0,377.0,4012.0,575.0,13.8,4.2,7000,12223500000.0,-12221000478.0
Comedy|Drama|Horror|Sci-Fi|Thriller,4116,7.0,44.0,0.0,246.0,786.0,0.0,2948,1551,0.0,28.0,0.0,341.0,7.9,16.0,3000,0.0,0.0
Comedy|Drama|Music,60259,1916.0,2005.0,16788.0,8201.0,112313.0,368230472.0,538293,174060,53.0,2263.0,36023.0,38840.0,121.4,28.42000000000001,66704,143677000.0,218144566.0
Comedy|Drama|Musical,7156,55.0,209.0,3.0,220.0,459.0,14655873.0,6144,1509,11.0,69.0,3997.0,328.0,12.1,4.2,1103,13000000.0,1655873.0
Comedy|Drama|Musical|Romance,14211,719.0,635.0,423.0,1606.0,12895.0,71528041.0,124838,21986,17.0,856.0,10052.0,2840.0,29.9,9.4,33000,100000000.0,-32437370.0
Comedy|Drama|Musical|Romance|War,2115,22.0,143.0,688.0,42.0,638.0,5000000.0,1547,788,2.0,50.0,1970.0,50.0,6.2,2.35,104,25000000.0,-20000000.0
Comedy|Drama|Musical|Romance|Western,2212,20.0,158.0,32.0,417.0,16000.0,0.0,9352,17775,3.0,106.0,1969.0,756.0,6.7,2.35,0,20000000.0,0.0
Comedy|Drama|Music|Musical,4048,192.0,218.0,452.0,266.0,1076.0,3029081.0,45528,2469,0.0,377.0,3980.0,649.0,15.6,3.7,0,6000000.0,-2970919.0
Comedy|Drama|Music|Musical|Romance,2300,15.0,154.0,189.0,388.0,683.0,0.0,3454,2172,0.0,64.0,1969.0,641.0,7.0,2.35,548,20000000.0,0.0
Comedy|Drama|Music|Romance,27248,761.0,973.0,589.0,3956.0,9268.0,244576613.0,379774,27595,27.0,1695.0,18010.0,5631.0,57.8,18.150000000000002,14144,132000000.0,90602636.0
Comedy|Drama|Music|War,2286,137.0,103.0,350.0,99.0,5000.0,11034436.0,13505,5637,1.0,180.0,2005.0,378.0,7.1,1.85,0,20000000.0,-8965564.0
Comedy|Drama|Mystery|Romance|Thriller,4245,1.0,100.0,0.0,338.0,749.0,0.0,6,1814,0.0,1.0,2015.0,354.0,6.7,2.39,14,2100000.0,0.0
Comedy|Drama|Mystery|Romance|Thriller|War,2325,69.0,114.0,22.0,413.0,572.0,2353728.0,4293,1776,5.0,53.0,2003.0,548.0,6.9,2.35,235,20000000.0,-17646272.0
Comedy|Drama|Reality-TV|Romance,2371,0.0,43.0,0.0,211.0,341.0,0.0,29,1462,1.0,0.0,0.0,230.0,6.6,1.33,0,0.0,0.0
Comedy|Drama|Romance,546127,22974.0,19634.0,83102.0,136451.0,1074933.0,5118713607.0,11295013,1683319,430.0,35240.0,368658.0,327321.0,1220.5000000000002,366.4400000000006,875340,3506824736.0,1662495695.0
Comedy|Drama|Romance|Sci-Fi,5612,152.0,202.0,55.0,519.0,3130.0,26494611.0,52794,6071,1.0,271.0,4009.0,970.0,12.7,4.2,0,35000000.0,-8505389.0
Comedy|Drama|Romance|Sport,35555,1033.0,1520.0,1643.0,5045.0,46465.0,427453555.0,472651,68746,30.0,1931.0,28026.0,7550.0,87.0,27.330000000000005,5351,318300159.0,109153396.0
Comedy|Drama|Romance|Thriller,4153,362.0,210.0,272.0,1098.0,60000.0,55233211.0,137860,64565,1.0,1124.0,4008.0,2876.0,13.5,4.7,0,45000000.0,10233211.0
Comedy|Drama|Romance|War,3820,99.0,113.0,44.0,4.0,61.0,617228.0,6183,92,1.0,27.0,2006.0,12.0,7.4,1.85,1000,84450000.0,-83832772.0
Comedy|Drama|Romance|Western,3992,31.0,121.0,541.0,242.0,575.0,0.0,6350,1970,2.0,62.0,1970.0,372.0,7.3,1.85,357,3716946.0,0.0
Comedy|Drama|Sci-Fi,10015,382.0,376.0,608.0,2470.0,52755.0,183830523.0,800189,65926,3.0,1412.0,6003.0,3009.0,29.699999999999996,7.33,21000,161000000.0,22830523.0
Comedy|Drama|Sport,14812,379.0,671.0,745.0,2513.0,54643.0,152532274.0,161147,65628,8.0,608.0,12001.0,3895.0,39.800000000000004,12.6,2055,100500000.0,25161449.0
Comedy|Drama|Thriller,5352,102.0,194.0,0.0,466.0,3000.0,60154431.0,133378,5635,2.0,390.0,3981.0,1572.0,12.5,4.7,739,64000000.0,13154431.0
Comedy|Drama|War,12015,219.0,379.0,328.0,963.0,2501.0,14531211.0,74569,7618,11.0,464.0,5977.0,1639.0,29.5,10.05,1672,45000000.0,-12468789.0
Comedy|Family,48003,2169.0,2284.0,1175.0,15202.0,182053.0,1460404498.0,1085359,257040,75.0,3253.0,50097.0,25825.0,150.5,46.420000000000016,68699,672500000.0,760311580.0
Comedy|Family|Fantasy,19102,1666.0,1797.0,3536.0,16631.0,247847.0,1435058262.0,911272,322076,21.0,2505.0,36035.0,31746.0,111.89999999999999,40.610000000000014,37876,1034500000.0,321051937.0
Comedy|Family|Fantasy|Horror|Mystery,375,122.0,88.0,50.0,441.0,691.0,75817994.0,32049,2622,0.0,179.0,2003.0,569.0,4.9,2.35,988,90000000.0,-14182006.0
Comedy|Family|Fantasy|Musical,3586,145.0,139.0,55.0,266.0,382.0,102300000.0,107408,2045,2.0,259.0,1964.0,279.0,7.8,1.66,0,6000000.0,96300000.0
Comedy|Family|Fantasy|Music|Romance,1834,129.0,97.0,70.0,512.0,2000.0,110222438.0,96693,3984,2.0,271.0,2003.0,528.0,6.1,1.85,0,26000000.0,84222438.0
Comedy|Family|Fantasy|Romance,7526,510.0,489.0,4234.0,10816.0,45836.0,372999201.0,307565,82044,6.0,996.0,10025.0,14336.0,28.900000000000002,10.25,21531,186000000.0,186999201.0
Comedy|Family|Fantasy|Sci-Fi,2340,8.0,118.0,8.0,11.0,106.0,146072.0,7147,182,0.0,16.0,1998.0,56.0,6.0,2.35,136,140000000.0,-139853928.0
Comedy|Family|Fantasy|Sport,1633,39.0,99.0,13.0,837.0,1000.0,51432423.0,15074,3679,7.0,72.0,2002.0,889.0,5.1,1.85,1000,30000000.0,21432423.0
Comedy|Family|Music,1935,33.0,93.0,14.0,199.0,1000.0,29247405.0,28377,2176,1.0,261.0,1997.0,401.0,3.3,1.85,0,25000000.0,4247405.0
Comedy|Family|Musical|Romance,915,238.0,108.0,58.0,838.0,14000.0,143704210.0,145974,26002,1.0,611.0,2008.0,11000.0,6.3,2.35,10000,52000000.0,91704210.0
Comedy|Family|Musical|Romance|Short,4199,1.0,34.0,19.0,362.0,882.0,333658.0,97,1967,0.0,2.0,1990.0,577.0,7.1,0.0,16,34000.0,299658.0
Comedy|Family|Music|Musical,2259,43.0,88.0,0.0,939.0,3000.0,16988996.0,3875,8189,1.0,75.0,2002.0,968.0,4.0,1.85,422,35000000.0,-18011004.0
Comedy|Family|Music|Romance,2655,74.0,89.0,10.0,231.0,811.0,29302097.0,23408,2167,8.0,105.0,2004.0,636.0,4.6,1.85,810,15000000.0,14302097.0
Comedy|Family|Romance,31405,1105.0,1264.0,520.0,6065.0,35639.0,721211696.0,490096,63917,36.0,2305.0,24064.0,8771.0,72.3,23.680000000000007,26472,289000000.0,404045814.0
Comedy|Family|Romance|Sci-Fi,819,57.0,90.0,32.0,809.0,1000.0,35231365.0,15517,6299,0.0,85.0,2000.0,891.0,3.6,1.85,500,60000000.0,-24768635.0
Comedy|Family|Romance|Sport,1101,94.0,95.0,58.0,3000.0,14000.0,52580895.0,30255,27351,1.0,118.0,2005.0,8000.0,5.6,2.35,743,45000000.0,7580895.0
Comedy|Family|Sci-Fi,7223,239.0,418.0,174.0,1070.0,73696.0,139115881.0,149653,78741,11.0,418.0,8008.0,2371.0,26.3,9.73,1448,165000000.0,-26090797.0
Comedy|Family|Sport,3631,275.0,202.0,199.0,1162.0,12678.0,170834976.0,109572,16899,1.0,524.0,4013.0,1576.0,11.9,4.2,0,54000000.0,116834976.0
Comedy|Fantasy,40786,1974.0,1543.0,17209.0,16731.0,72444.0,758324551.0,1583743,153283,35.0,3284.0,32038.0,43112.0,95.19999999999999,31.600000000000012,206578,366000000.0,392324551.0
Comedy|Fantasy|Horror,25146,2213.0,1161.0,14474.0,21513.0,100738.0,430405535.0,919139,172676,14.0,3055.0,21955.0,33793.0,71.80000000000001,21.700000000000003,212000,276500000.0,137682968.0
Comedy|Fantasy|Horror|Musical,4798,8.0,96.0,14.0,6.0,361.0,11798.0,179,387,2.0,18.0,2003.0,14.0,4.7,1.78,39,100000.0,-88202.0
Comedy|Fantasy|Horror|Mystery,3538,112.0,88.0,0.0,507.0,1000.0,0.0,8589,3150,0.0,70.0,2011.0,844.0,4.8,1.85,0,7000000.0,0.0
Comedy|Fantasy|Horror|Romance,4719,148.0,189.0,31.0,435.0,1008.0,52268960.0,57030,3015,1.0,345.0,3993.0,503.0,9.8,3.7,1000,45000000.0,7268960.0
Comedy|Fantasy|Horror|Thriller,25871,975.0,680.0,342.0,3291.0,86597.0,129295948.0,308343,102253,8.0,1620.0,15981.0,6313.0,46.29999999999999,12.95,18963,83600000.0,50348370.0
Comedy|Fantasy|Musical|Sci-Fi,4334,94.0,106.0,5.0,356.0,416.0,2436.0,344,1611,2.0,19.0,2012.0,403.0,5.7,2.35,655,2000000.0,-1997564.0
Comedy|Fantasy|Mystery,4569,260.0,92.0,152.0,124.0,1000.0,0.0,38893,1587,2.0,366.0,2002.0,282.0,7.2,1.85,0,1000000.0,0.0
Comedy|Fantasy|Romance,24756,1872.0,1318.0,36253.0,6905.0,63841.0,799381398.0,1692244,94076,17.0,3602.0,26018.0,10916.0,82.6,25.070000000000004,130377,410100000.0,389281398.0
Comedy|Fantasy|Sci-Fi,8210,91.0,284.0,18.0,471.0,1135.0,5477007.0,43472,2819,5.0,224.0,5975.0,647.0,17.8,6.550000000000001,1060,98000000.0,-84522993.0
Comedy|Fantasy|Thriller,4647,62.0,101.0,6.0,727.0,975.0,6643.0,11965,4184,2.0,39.0,2012.0,947.0,6.4,2.35,0,900000.0,-893357.0
Comedy|History,2126,78.0,120.0,2.0,80.0,809.0,634277.0,5166,1651,1.0,27.0,2007.0,521.0,7.3,2.35,815,16000000.0,-15365723.0
Comedy|Horror,68430,2541.0,1667.0,1937.0,6137.0,25244.0,84355059.0,836294,50306,29.0,2951.0,36148.0,8748.0,97.4,31.11000000000001,130224,113050000.0,-16368556.0
Comedy|Horror|Musical,9306,146.0,176.0,491.0,52.0,921.0,62659.0,7486,1432,1.0,90.0,4008.0,369.0,13.2,3.7,131,2100000.0,-2037341.0
Comedy|Horror|Musical|Sci-Fi,1658,63.0,102.0,0.0,413.0,13000.0,38747385.0,49349,15308,2.0,165.0,1986.0,854.0,6.9,1.85,0,25000000.0,13747385.0
Comedy|Horror|Mystery,8381,217.0,192.0,3.0,237.0,1006.0,265107.0,27940,2447,4.0,176.0,4014.0,820.0,13.1,4.2,10614,1850000.0,-1234893.0
Comedy|Horror|Mystery|Thriller,4911,1.0,89.0,0.0,15.0,138.0,0.0,78,192,0.0,1.0,2014.0,18.0,6.8,0.0,267,0.0,0.0
Comedy|Horror|Romance,4205,506.0,190.0,272.0,620.0,1303.0,66362923.0,192085,3423,2.0,368.0,4025.0,963.0,12.0,4.13,81000,51000000.0,15362923.0
Comedy|Horror|Sci-Fi,29885,1091.0,774.0,1173.0,1939.0,17226.0,24552350.0,256023,26853,3.0,1499.0,15991.0,2936.0,50.699999999999996,15.299999999999999,11174,50040000.0,-1987650.0
Comedy|Horror|Sci-Fi|Thriller,3692,187.0,94.0,4.0,114.0,796.0,0.0,13227,1832,0.0,70.0,2012.0,567.0,6.3,2.35,11000,4000000.0,0.0
Comedy|Horror|Thriller,22249,455.0,570.0,693.0,2107.0,5911.0,47186170.0,87346,16565,7.0,1069.0,12035.0,2963.0,36.5,24.4,2130,34750000.0,12636170.0
Comedy|Music,47770,1739.0,1751.0,1834.0,7042.0,41334.0,552942504.0,799354,86798,41.0,2666.0,34075.0,24924.0,102.39999999999999,29.180000000000007,53702,248650000.0,226860243.0
Comedy|Musical,16550,317.0,535.0,169.0,3909.0,14367.0,89592732.0,82200,34011,8.0,776.0,9861.0,10431.0,33.4,9.67,949,84921000.0,9032732.0
Comedy|Musical|Romance,26489,521.0,666.0,11175.0,1527.0,17923.0,20577091.0,236118,35994,8.0,1300.0,13829.0,14101.0,42.300000000000004,12.510000000000002,1505,37088800.0,-14510994.0
Comedy|Music|Romance,30676,785.0,902.0,133.0,3459.0,34915.0,174966216.0,538935,47666,27.0,1335.0,18001.0,4395.0,55.99999999999999,15.11,47360,60033848.0,67519813.0
Comedy|Music|Sci-Fi,3775,21.0,87.0,3.0,83.0,922.0,0.0,881,1324,0.0,32.0,1982.0,162.0,6.2,0.0,323,5000000.0,0.0
Comedy|Mystery,4950,529.0,189.0,1008.0,1612.0,22000.0,76726469.0,177551,44948,7.0,771.0,4016.0,17934.0,11.9,3.22,23000,35000000.0,41726469.0
Comedy|Mystery|Romance,7294,134.0,185.0,13070.0,401.0,1160.0,10397365.0,36584,3206,5.0,254.0,3956.0,1089.0,12.600000000000001,3.85,613,15200000.0,-3602635.0
Comedy|Mystery|Sci-Fi|Thriller,2528,173.0,160.0,219.0,215.0,1000.0,273420.0,32671,2340,6.0,238.0,2006.0,876.0,5.5,2.35,0,17000000.0,-16726580.0
Comedy|Mystery|Thriller,4775,1.0,90.0,0.0,33.0,84.0,0.0,30,254,0.0,1.0,2014.0,41.0,8.3,0.0,70,0.0,0.0
Comedy|Romance,385153,17149.0,15429.0,66277.0,96309.0,892469.0,6371778861.0,10320587,1339742,352.0,26845.0,308750.0,184291.0,936.3999999999997,325.5799999999999,516282,3842201000.0,2689479511.0
Comedy|Romance|Sci-Fi,6637,356.0,521.0,11927.0,2710.0,14340.0,308559295.0,225667,25735,3.0,609.0,9986.0,5625.0,26.2,10.25,3152,214000000.0,94559295.0
Comedy|Romance|Sci-Fi|Thriller,1298,40.0,99.0,0.0,402.0,782.0,14358033.0,17365,2125,2.0,66.0,1992.0,658.0,5.9,2.35,630,40000000.0,-25641967.0
Comedy|Romance|Sport,15941,815.0,653.0,413.0,4890.0,37880.0,147725546.0,233810,58060,16.0,884.0,14054.0,9171.0,41.099999999999994,13.6,337,161850000.0,-41644144.0
Comedy|Romance|Thriller,7647,123.0,220.0,31.0,712.0,7000.0,10561238.0,28059,10428,0.0,330.0,4013.0,1352.0,10.6,4.2,447,11420000.0,561238.0
Comedy|Sci-Fi,27235,717.0,826.0,11566.0,2821.0,19048.0,125132151.0,292275,29546,13.0,1015.0,17969.0,3866.0,46.099999999999994,18.150000000000002,14118,137500000.0,2132151.0
Comedy|Sci-Fi|Thriller,330,169.0,93.0,0.0,465.0,11000.0,59475623.0,49739,13748,1.0,407.0,2004.0,2000.0,5.2,1.85,0,90000000.0,-30524377.0
Comedy|Short,4879,0.0,35.0,2.0,152.0,338.0,0.0,31,968,5.0,0.0,2007.0,219.0,6.9,0.0,0,0.0,0.0
Comedy|Sport,39282,1713.0,1584.0,12101.0,10244.0,114302.0,870265490.0,1249394,175442,20.0,3321.0,32009.0,27435.0,98.50000000000001,29.75000000000001,16419,376800000.0,493465490.0
Comedy|Thriller,4069,67.0,120.0,13000.0,416.0,897.0,0.0,15293,2811,1.0,111.0,1976.0,844.0,6.8,1.85,609,4490375.0,0.0
Comedy|War,5825,300.0,233.0,299.0,1463.0,19870.0,102216109.0,129318,36503,2.0,346.0,3989.0,13029.0,19.799999999999997,8.2,16310,35000000.0,67216109.0
Comedy|Western,9874,610.0,432.0,3157.0,15174.0,35000.0,168010923.0,275575,79918,8.0,992.0,8015.0,21806.0,24.3,9.4,45000,48600000.0,119410923.0
Crime|Documentary,9191,182.0,211.0,132.0,18.0,13002.0,4312945.0,56153,13147,0.0,139.0,4016.0,125.0,16.0,4.01,63246,200000.0,-198889.0
Crime|Documentary|Drama,4055,215.0,120.0,909.0,184.0,909.0,21244913.0,123090,1779,2.0,888.0,2002.0,504.0,8.0,1.85,4000,4000000.0,17244913.0
Crime|Documentary|News,2266,222.0,105.0,909.0,173.0,1000.0,14359793.0,35137,2327,0.0,188.0,2009.0,909.0,7.4,1.85,10000,0.0,0.0
Crime|Documentary|War,8378,205.0,171.0,380.0,23.0,147.0,503491.0,13893,319,0.0,62.0,4015.0,125.0,15.2,4.2,489,1000000.0,-725339.0
Crime|Drama,218599,8084.0,7304.0,57939.0,41606.0,420047.0,1072105424.0,11460021,600516,85.0,26129.0,117762.0,89069.0,462.69999999999993,169.16999999999993,712494,4859203250.0,-3744498562.0
Crime|Drama|Fantasy,695,226.0,147.0,670.0,16.0,177.0,2208939.0,190490,253,0.0,482.0,2006.0,27.0,7.5,2.35,26000,50000000.0,-47791061.0
Crime|Drama|Fantasy|Mystery,713,186.0,189.0,0.0,693.0,15000.0,136801374.0,782610,17716,0.0,1377.0,1999.0,745.0,8.5,1.85,30000,60000000.0,76801374.0
Crime|Drama|Fantasy|Romance,3912,157.0,101.0,47.0,407.0,658.0,8243880.0,28714,3086,1.0,215.0,2003.0,636.0,7.0,2.35,762,3200000.0,5043880.0
Crime|Drama|Film-Noir,4371,27.0,87.0,174.0,114.0,2000.0,0.0,1756,2831,0.0,28.0,1952.0,399.0,7.2,1.37,169,0.0,0.0
Crime|Drama|Film-Noir|Mystery|Thriller,4329,90.0,92.0,0.0,18.0,1000.0,7927.0,19236,1055,1.0,175.0,1947.0,29.0,7.7,1.37,0,2300000.0,-2292073.0
Crime|Drama|History,1974,199.0,122.0,0.0,939.0,18000.0,11538204.0,23696,21163,0.0,135.0,2010.0,1000.0,7.0,2.35,0,25000000.0,-13461796.0
Crime|Drama|History|Mystery|Thriller,435,377.0,162.0,21000.0,495.0,21000.0,33048353.0,301279,36928,0.0,589.0,2007.0,15000.0,7.7,2.35,12000,65000000.0,-31951647.0
Crime|Drama|History|Romance,4092,33.0,109.0,300.0,200.0,729.0,4109095.0,8239,1292,0.0,92.0,1996.0,257.0,6.0,1.85,0,3000000.0,1109095.0
Crime|Drama|Horror,4989,13.0,93.0,9.0,133.0,743.0,0.0,485,1527,0.0,5.0,2012.0,413.0,3.4,1.78,284,60000.0,0.0
Crime|Drama|Horror|Mystery|Thriller,7338,148.0,172.0,0.0,515.0,1417.0,0.0,187248,4525,1.0,402.0,2010.0,642.0,21.4,20.130000000000003,59000,2000000.0,0.0
Crime|Drama|Horror|Thriller,14792,717.0,557.0,709.0,1150.0,32000.0,161768900.0,981210,37138,0.0,1652.0,9993.0,2927.0,31.3,9.75,40708,76200000.0,85568900.0
